День недели,Группа,Unnamed: 2,Unnamed: 3,Unnamed: 4,УИМО-01-21,ИТГУ,"38.04.05
ЧЕТВЕРГ,5,16-20,17-50,II,,,,,,,,,,,ЧЕТВЕРГ,5,16-20,17-50,II,,,,,,,,,,
ЧЕТВЕРГ,6,18-00,19-30,I,Обеспечение финансово-экономической корпоративной безопасности,лк,Перцева О.В.,А-424-1,,,,,,,ЧЕТВЕРГ,6,18-00,19-30,I,,,,,,,,,,
ЧЕТВЕРГ,6,18-00,19-30,II,Обеспечение финансово-экономической корпоративной безопасности,пр,Перцева О.В.,А-424-1,,,,,,,ЧЕТВЕРГ,6,18-00,19-30,II,,,,,,,,,,
ЧЕТВЕРГ,7,19-40,21-10,I,Проектно-технологическая практика,пр,,А-334,,,,,,,ЧЕТВЕРГ,7,19-40,21-10,I,,,,,,,,,,
ЧЕТВЕРГ,7,19-40,21-10,II,Проектирование территориально-распределенных информационных систем,лк,Нурматова Е.В.,А-334,,,,,,,ЧЕТВЕРГ,7,19-40,21-10,II,,,,,,,,,,
ЧЕТВЕРГ,7,18-30,20-00,I,,,,,,,,,,,ЧЕТВЕРГ,7,18-30,20-00,I,Защита конфиденциальной информации,лк,Горкуш С.В.,А-430,,,,,,
ЧЕТВЕРГ,7,18-30,20-00,II,,,,,,,,,,,ЧЕТВЕРГ,7,18-30,20-00,II,Защита конфиденциальной информации,лк,Горкуш С.В.,А-430,,,,,,
ЧЕТВЕРГ,8,20-10,21-40,I,,,,,,,,,,,ЧЕТВЕРГ,8,20-10,21-40,I,Защита конфиденциальной информации,пр,Горкуш С.В.,А-430,,,,,,
ЧЕТВЕРГ,8,20-10,21-40,II,,,,,,,,,,,ЧЕТВЕРГ,8,20-10,21-40,II,Защита конфиденциальной информации,пр,Горкуш С.В.,А-430,,,,,,
ПЯТНИЦА,1,9-00,10-30,I,,,,,,Практика по профилю профессиональной деятельности,,,,,ПЯТНИЦА,1,9-00,10-30,I,,,,,,,,,,
ПЯТНИЦА,1,9-00,10-30,II,,,,,,Практика по профилю профессиональной деятельности,,,,,ПЯТНИЦА,1,9-00,10-30,II,,,,,,,,,,
ПЯТНИЦА,2,10-40,12-10,I,,,,,,Практика по профилю профессиональной деятельности,,,,,ПЯТНИЦА,2,10-40,12-10,I,,,,,,,,,,
ПЯТНИЦА,2,10-40,12-10,II,,,,,,Практика по профилю профессиональной деятельности,,,,,ПЯТНИЦА,2,10-40,12-10,II,,,,,,,,,,
ПЯТНИЦА,3,12-40,14-10,I,,,,,,Практика по профилю профессиональной деятельности,,,,,ПЯТНИЦА,3,12-40,14-10,I,,,,,,,,,,
ПЯТНИЦА,3,12-40,14-10,II,,,,,,Практика по профилю профессиональной деятельности,,,,,ПЯТНИЦА,3,12-40,14-10,II,,,,,,,,,,
ПЯТНИЦА,4,14-20,15-50,I,,,,,,Практика по профилю профессиональной деятельности (3-7н),,,,,ПЯТНИЦА,4,14-20,15-50,I,,,,,,,,,,
ПЯТНИЦА,4,14-20,15-50,II,,,,,,,,,,,ПЯТНИЦА,4,14-20,15-50,II,,,,,,,,,,
ПЯТНИЦА,5,16-20,17-50,I,,,,,,,,,,,ПЯТНИЦА,5,16-20,17-50,I,,,,,,,,,,
ПЯТНИЦА,5,16-20,17-50,II,,,,,,,,,,,ПЯТНИЦА,5,16-20,17-50,II,,,,,,,,,,
ПЯТНИЦА,6,18-00,19-30,I,"1, 5, 9, 13 н. Информационная стратегия организации",лк,Вартанян А.А.,ивц-110,,Интеллектуальный анализ данных,лк,Бурцева Т.А.,А-425,,ПЯТНИЦА,6,18-00,19-30,I,,,,,,,,,,
ПЯТНИЦА,6,18-00,19-30,II,Проектно-технологическая практика,пр,,А-334,,Интеллектуальный анализ данных,пр,Бурцева Т.А.,А-425,,ПЯТНИЦА,6,18-00,19-30,II,,,,,,,,,,
